,age,income,savings_rate,debt_ratio,purchase_power,purchasing_power,purchase_class
2513,51,46028.41,0.09,0.24,31264.95,29.44,1
2514,35,61944.11,0.14,0.19,45324.93,39.27,1
2515,24,40256.66,0.17,0.59,5423.49,11.37,0
2516,22,59149.88,0.15,0.46,15562.35,18.46,0
2517,38,63336.88,0.09,0.52,30024.4,28.57,1
2518,45,64270.56,0.28,0.11,43846.89,38.23,1
2519,33,44744.88,0.24,0.28,25040.4,25.08,0
2520,24,42673.98,0.17,0.47,10918.72,15.21,0
2521,32,75582.27,0.22,0.14,51608.05,43.66,1
2522,29,43141.58,0.27,0.38,15463.26,18.39,0
2523,57,56810.4,0.08,0.31,28337.4,27.39,1
2524,27,38952.19,0.11,0.11,29116.6,27.93,1
2525,44,48984.51,0.19,0.22,33865.31,31.25,1
2526,34,56902.35,0.25,0.24,33128.57,30.74,1
2527,23,47181.56,0.06,0.16,31067.86,29.3,1
2528,28,104457.09,0.3,0.42,30086.65,28.61,1
2529,21,34617.06,0.16,0.22,12670.81,16.44,0
2530,31,54568.35,0.14,0.24,36245.6,32.92,1
2531,48,48125.47,0.12,0.55,18737.47,20.68,0
2532,24,57049.43,0.09,0.33,28188.07,27.28,1
2533,35,65762.4,0.25,0.3,34383.78,31.62,1
2534,37,94370.35,0.29,0.46,28812.28,27.72,1
2535,53,83240.64,0.15,0.55,23148.89,23.76,0
2536,44,68657.88,0.29,0.11,46190.15,39.87,1
2537,23,37935.08,0.26,0.32,10041.21,14.6,0
2538,47,65946.79,0.17,0.41,31562.81,29.64,1
2539,55,57316.98,0.22,0.26,26605.22,26.18,0
2540,38,79726.93,0.16,0.49,33706.77,31.14,1
2541,39,77165.14,0.19,0.59,22995.64,23.65,0
2542,28,47554.59,0.06,0.57,17073.06,19.51,0
2543,23,28415.5,0.22,0.23,9538.41,14.25,0
2544,54,88890.31,0.06,0.21,62103.0,51.0,1
2545,24,56419.18,0.25,0.58,4566.39,10.77,0
2546,44,58195.64,0.26,0.33,28911.35,27.79,1
2547,22,52279.13,0.11,0.2,28584.85,27.56,1
2548,57,58482.13,0.13,0.45,18746.68,20.68,0
2549,57,86054.61,0.17,0.24,44710.62,38.84,1
2550,53,41285.84,0.2,0.23,22320.58,23.18,0
2551,19,31541.51,0.12,0.54,-1348.41,6.64,0
2552,42,100148.16,0.2,0.18,67478.91,54.75,1
2553,54,69718.36,0.12,0.13,49720.03,42.34,1
2554,24,89939.93,0.06,0.23,58821.09,48.7,1
2555,59,41253.01,0.05,0.4,13732.79,17.18,0
2556,49,84016.92,0.08,0.16,66204.51,53.86,1
2557,38,81207.66,0.25,0.34,39031.31,34.87,1
2558,42,44925.6,0.29,0.41,18534.83,20.54,0
2559,43,58398.35,0.16,0.52,23665.23,24.12,0
2560,54,58104.49,0.18,0.21,33154.26,30.76,1
2561,39,44318.86,0.09,0.51,23421.74,23.95,0
2562,48,58487.4,0.19,0.22,37623.94,33.88,1
2563,42,79297.01,0.09,0.44,43202.54,37.78,1
2564,48,56970.59,0.2,0.32,30650.68,29.01,1
2565,40,65793.74,0.28,0.16,42084.64,37.0,1
2566,46,66831.88,0.1,0.46,33883.42,31.27,1
2567,25,47391.67,0.24,0.21,22685.89,23.44,0
2568,53,51197.33,0.06,0.19,37426.14,33.74,1
2569,46,74757.39,0.14,0.28,47030.23,40.46,1
2570,32,39488.75,0.08,0.43,22490.65,23.3,0
2571,28,51929.25,0.14,0.22,33252.13,30.83,1
2572,34,88953.19,0.09,0.19,67672.62,54.89,1
2573,34,52009.04,0.14,0.1,43425.07,37.94,1
2574,49,52783.31,0.15,0.34,29151.19,27.96,1
2575,43,76095.25,0.13,0.31,47618.86,40.87,1
2576,31,57953.49,0.21,0.22,35234.06,32.21,1
2577,24,59930.06,0.28,0.13,31114.36,29.33,1
2578,27,51065.08,0.15,0.31,26145.09,25.86,0
2579,54,38235.7,0.1,0.49,13453.22,16.98,0
2580,38,85675.63,0.12,0.46,41735.57,36.76,1
2581,36,115601.75,0.26,0.53,28691.95,27.64,1
2582,39,89138.67,0.19,0.1,68240.99,55.29,1
2583,22,17127.61,0.16,0.58,-3032.51,5.46,0
2584,51,69203.79,0.09,0.27,45026.69,39.06,1
2585,45,56370.38,0.16,0.6,18058.37,20.2,0
2586,25,34690.21,0.12,0.23,19373.11,21.12,0
2587,24,47968.9,0.29,0.34,13582.98,17.07,0
2588,33,55097.36,0.27,0.28,28551.66,27.54,1
2589,36,68620.42,0.07,0.28,49531.47,42.21,1
2590,50,62713.92,0.18,0.52,20327.95,21.79,0
2591,29,39838.57,0.11,0.47,17523.37,19.83,0
2592,38,53204.72,0.15,0.6,18900.8,20.79,0
2593,42,52935.8,0.27,0.41,22343.95,23.2,0
2594,33,39565.98,0.18,0.33,22699.57,23.45,0
2595,25,32293.11,0.13,0.15,19943.42,21.52,0
2596,39,58327.73,0.1,0.6,23176.01,23.78,0
2597,44,94703.25,0.25,0.38,40163.77,35.66,1
2598,32,49122.65,0.21,0.45,19850.59,21.46,0
2599,55,49270.96,0.17,0.3,22631.16,23.4,0
2600,39,47676.1,0.1,0.37,30372.33,28.81,1
2601,36,60175.74,0.13,0.57,22371.95,23.22,0
2602,23,69124.96,0.29,0.18,30418.49,28.84,1
2603,21,93918.29,0.18,0.25,45337.96,39.27,1
2604,41,66895.95,0.15,0.18,50523.84,42.9,1
2605,44,64975.27,0.18,0.5,25791.25,25.61,0
2606,55,51651.97,0.24,0.13,28879.16,27.77,1
2607,42,57153.06,0.14,0.14,46710.79,40.23,1
2608,37,71733.26,0.09,0.25,52263.82,44.12,1
2609,43,58142.26,0.2,0.36,30855.44,29.15,1
2610,39,59012.02,0.22,0.3,33683.05,31.13,1
2611,30,53841.26,0.23,0.12,36406.93,33.03,1
2612,59,47454.27,0.27,0.58,-1475.32,6.55,0
2613,51,60279.01,0.14,0.58,17654.6,19.92,0
2614,22,23098.93,0.07,0.24,8895.13,13.8,0
2615,25,57302.49,0.29,0.47,10760.49,15.1,0
2616,40,130845.31,0.16,0.39,64583.11,52.73,1
2617,51,53983.98,0.21,0.22,31789.71,29.8,1
2618,35,65309.36,0.22,0.23,40733.08,36.06,1
2619,42,78784.94,0.19,0.35,42357.78,37.19,1
2620,52,88532.75,0.1,0.31,51966.72,43.91,1
2621,46,58929.79,0.24,0.25,34338.48,31.58,1
2622,59,37035.01,0.25,0.5,127.89,7.67,0
2623,57,61710.02,0.19,0.34,22940.57,23.62,0
2624,40,63875.97,0.17,0.43,31122.73,29.34,1
2625,35,54091.75,0.08,0.19,43877.36,38.25,1
2626,52,58929.38,0.07,0.37,32878.95,30.56,1
2627,24,48313.68,0.13,0.26,24863.27,24.96,0
2628,24,52125.93,0.13,0.36,21934.69,22.91,0
2629,52,66258.17,0.29,0.49,14410.38,17.65,0
2630,19,33912.52,0.25,0.48,-2565.51,5.78,0
2631,28,58320.61,0.21,0.28,29572.64,28.25,1
2632,39,57321.63,0.18,0.45,26849.08,26.35,0
2633,23,56042.75,0.09,0.57,13103.04,16.74,0
2634,20,30734.03,0.29,0.41,-1169.7,6.76,0
2635,40,62976.01,0.14,0.17,48700.72,41.63,1
2636,20,21904.85,0.08,0.44,335.17,7.81,0
2637,28,46596.5,0.17,0.15,31095.5,29.32,1
2638,52,71022.19,0.27,0.54,13782.48,17.21,0
2639,34,45751.84,0.27,0.36,21001.16,22.26,0
2640,57,52752.81,0.05,0.29,28675.88,27.63,1
2641,40,40286.08,0.27,0.13,29652.65,28.31,1
2642,30,38971.83,0.12,0.29,24426.46,24.66,0
2643,42,49352.5,0.06,0.55,24542.99,24.74,0
2644,58,57964.74,0.26,0.11,29083.04,27.91,1
2645,56,63768.31,0.27,0.34,20683.56,22.04,0
2646,28,50945.56,0.2,0.57,11769.4,15.81,0
2647,53,54985.99,0.19,0.3,26825.16,26.33,0
2648,50,56512.65,0.25,0.31,26036.78,25.78,0
2649,25,60835.88,0.25,0.39,18791.36,20.72,0
2650,39,64869.93,0.27,0.33,31275.94,29.44,1
2651,38,56182.32,0.19,0.18,40676.44,36.02,1
2652,44,90740.41,0.29,0.11,59186.35,48.96,1
2653,22,93524.29,0.3,0.4,20314.05,21.78,0
2654,40,47553.11,0.08,0.56,22698.54,23.45,0
2655,33,66502.09,0.26,0.15,42389.57,37.21,1
2656,58,169925.6,0.17,0.21,98009.72,76.1,1
2657,39,66043.71,0.15,0.29,42802.71,37.5,1
2658,33,59137.47,0.2,0.5,20900.52,22.19,0
2659,40,60983.89,0.06,0.23,48571.85,41.54,1
2660,46,71295.68,0.18,0.54,24142.63,24.46,0
2661,32,70479.4,0.27,0.13,45672.23,39.51,1
2662,45,48511.31,0.1,0.57,20476.75,21.89,0
2663,59,54926.15,0.16,0.38,16664.71,19.23,0
2664,58,35462.16,0.28,0.43,2591.7,9.39,0
2665,46,59682.21,0.16,0.28,37519.18,33.81,1
2666,44,51556.26,0.14,0.49,23913.78,24.3,0
2667,20,44718.51,0.16,0.18,19160.54,20.97,0
2668,43,45285.05,0.18,0.12,36644.55,33.2,1
2669,21,33929.69,0.21,0.3,8203.78,13.31,0
2670,26,68196.29,0.25,0.53,12976.71,16.65,0
2671,51,52575.98,0.16,0.48,19892.87,21.49,0
2672,53,41432.51,0.25,0.36,14963.88,18.04,0
2673,24,50252.03,0.18,0.39,17178.09,19.59,0
2674,57,49479.89,0.13,0.16,28783.93,27.7,1
2675,41,59438.98,0.21,0.52,21247.37,22.43,0
2676,43,53212.12,0.23,0.49,19675.79,21.33,0
2677,37,112200.03,0.19,0.43,47953.53,41.1,1
2678,23,27720.09,0.06,0.33,10963.39,15.24,0
2679,29,149249.16,0.09,0.58,49273.39,42.03,1
2680,30,48764.98,0.12,0.54,17960.46,20.13,0
2681,28,54755.07,0.12,0.42,24774.46,24.9,0
2682,26,41367.78,0.22,0.29,18206.85,20.31,0
2683,42,54267.52,0.05,0.41,34435.12,31.65,1
2684,46,52746.61,0.24,0.39,23665.83,24.12,0
2685,59,66131.8,0.12,0.3,30255.01,28.73,1
2686,54,44116.22,0.13,0.25,25121.96,25.14,0
2687,55,65129.21,0.18,0.3,29984.57,28.54,1
2688,39,40946.82,0.1,0.39,26477.39,26.09,0
2689,26,53573.77,0.27,0.31,19999.78,21.56,0
2690,27,66755.8,0.07,0.23,45424.46,39.34,1
2691,33,42794.44,0.16,0.48,18936.72,20.82,0
2692,58,68801.14,0.26,0.37,18387.7,20.43,0
2693,36,60503.42,0.2,0.13,44883.05,38.96,1
2694,38,98606.42,0.12,0.28,63820.17,52.2,1
2695,24,35304.88,0.16,0.54,6079.8,11.83,0
2696,30,149320.37,0.23,0.48,45755.04,39.57,1
2697,20,17548.96,0.29,0.26,-2450.14,5.87,0
2698,25,42900.25,0.27,0.57,3369.23,9.93,0
2699,34,40557.57,0.14,0.14,33345.53,30.89,1
2700,21,87798.05,0.3,0.58,1815.57,8.85,0
2701,21,37111.87,0.05,0.22,18275.31,20.35,0
2702,45,60247.04,0.06,0.1,55246.73,46.2,1
2703,58,63997.87,0.26,0.32,20143.04,21.66,0
2704,56,58107.79,0.1,0.28,31400.75,29.53,1
2705,51,53501.6,0.07,0.37,30851.44,29.15,1
2706,46,48375.42,0.11,0.5,23083.57,23.72,0
2707,19,39795.76,0.16,0.52,885.03,8.2,0
2708,26,55482.73,0.23,0.3,23610.06,24.08,0
2709,55,71784.68,0.21,0.31,30936.54,29.21,1
2710,50,111172.69,0.11,0.17,81172.79,64.33,1
2711,55,38570.0,0.18,0.12,23745.03,24.18,0
2712,22,41650.08,0.28,0.42,4915.97,11.01,0
2713,48,87525.28,0.25,0.13,56870.13,47.34,1
2714,24,44160.91,0.13,0.47,13164.05,16.78,0
2715,37,39118.56,0.3,0.37,18158.3,20.27,0
2716,50,47183.18,0.23,0.2,28724.94,27.66,1
2717,27,55965.22,0.07,0.37,30418.27,28.84,1
2718,30,59073.68,0.06,0.19,45718.9,39.54,1
2719,29,65360.31,0.09,0.32,39014.56,34.85,1
2720,34,48225.7,0.23,0.5,17092.79,19.53,0
2721,19,41361.87,0.1,0.33,11945.75,15.93,0
2722,39,49807.26,0.18,0.17,37663.06,33.91,1
2723,48,66713.01,0.07,0.46,34136.49,31.44,1
2724,31,56161.63,0.28,0.19,31870.79,29.86,1
2725,52,50550.97,0.14,0.47,19940.06,21.52,0
2726,22,78999.42,0.28,0.34,22914.6,23.6,0
2727,46,45071.8,0.29,0.33,21381.68,22.53,0
2728,56,56076.4,0.05,0.53,19067.85,20.91,0
2729,49,51581.21,0.17,0.45,21838.93,22.85,0
2730,45,109037.36,0.06,0.12,94858.5,73.9,1
2731,23,55126.7,0.28,0.25,20331.8,21.79,0
2732,43,54090.89,0.18,0.54,20455.45,21.88,0
2733,21,36869.6,0.07,0.11,21606.94,22.68,0
2734,51,108718.58,0.08,0.37,60453.27,49.84,1
2735,22,31066.48,0.15,0.46,4775.73,10.92,0
2736,43,44577.42,0.29,0.41,18676.59,20.64,0
2737,38,65741.49,0.22,0.48,24800.48,24.92,0
2738,52,66146.88,0.27,0.46,17610.74,19.89,0
2739,44,74912.23,0.14,0.45,35657.25,32.51,1
2740,23,56697.29,0.06,0.51,18514.15,20.52,0
2741,53,104197.11,0.29,0.42,28442.12,27.46,1
2742,46,44990.01,0.05,0.3,33181.7,30.78,1
2743,47,48709.73,0.29,0.34,21897.39,22.89,0
2744,27,62554.14,0.14,0.46,23701.46,24.15,0
2745,56,45103.37,0.05,0.54,13816.21,17.24,0
2746,24,30089.87,0.22,0.24,11843.16,15.86,0
2747,37,107833.76,0.3,0.27,51723.12,43.74,1
2748,29,35954.96,0.29,0.57,6053.69,11.81,0
2749,20,34066.22,0.09,0.39,7360.36,12.72,0
2750,27,49565.81,0.1,0.19,34386.97,31.62,1
2751,39,89877.63,0.19,0.43,39189.08,34.98,1
2752,42,43739.42,0.21,0.6,13801.17,17.23,0
2753,52,68028.68,0.23,0.51,16819.32,19.34,0
2754,40,50765.21,0.1,0.47,27634.13,26.9,0
2755,21,52241.35,0.29,0.2,17809.92,20.03,0
2756,30,43002.63,0.21,0.54,12479.59,16.3,0
2757,46,99542.09,0.26,0.36,41375.88,36.5,1
2758,48,51269.08,0.19,0.54,16720.01,19.27,0
2759,44,40938.65,0.15,0.26,28758.52,27.68,1
2760,39,51374.65,0.29,0.13,34828.09,31.93,1
2761,46,58970.59,0.2,0.34,31561.16,29.64,1
2762,44,84855.03,0.27,0.23,46997.32,40.43,1
2763,51,47030.71,0.29,0.46,12694.32,16.45,0
2764,39,47193.76,0.22,0.58,14780.35,17.91,0
2765,53,79335.26,0.19,0.45,27804.04,27.02,1
2766,52,45605.38,0.05,0.54,18223.36,20.32,0
2767,59,52694.96,0.06,0.33,23696.31,24.14,0
2768,36,57353.36,0.1,0.49,28537.45,27.53,1
2769,29,56590.28,0.1,0.52,22464.89,23.28,0
2770,41,52543.55,0.11,0.46,28268.2,27.34,1
2771,40,50407.25,0.13,0.35,31656.43,29.71,1
2772,35,64593.46,0.14,0.41,33204.11,30.79,1
2773,23,33265.22,0.16,0.45,7368.51,12.73,0
2774,29,37856.75,0.07,0.23,26997.8,26.45,0
2775,48,88542.05,0.06,0.5,41345.43,36.48,1
2776,33,65819.84,0.22,0.58,16939.32,19.42,0
2777,45,106510.02,0.18,0.33,56069.87,46.78,1
2778,53,75127.62,0.16,0.45,28094.09,27.22,1
2779,51,46951.05,0.21,0.47,16084.33,18.82,0
2780,38,62438.35,0.26,0.43,24755.69,24.89,0
2781,34,45918.87,0.16,0.37,25533.43,25.43,0
2782,52,43606.92,0.21,0.54,10617.09,15.0,0
2783,20,32856.29,0.29,0.32,2321.95,9.2,0
2784,53,79859.61,0.26,0.13,47692.85,40.92,1
2785,58,60895.31,0.16,0.52,12715.82,16.47,0
2786,46,47308.82,0.21,0.44,20630.32,22.0,0
2787,57,50708.13,0.09,0.52,13521.91,17.03,0
2788,24,43896.7,0.19,0.17,23524.55,24.02,0
2789,27,32904.83,0.3,0.12,18287.13,20.36,0
2790,38,74112.65,0.18,0.57,24225.6,24.51,0
2791,19,33760.34,0.28,0.17,6385.95,12.04,0
2792,26,33629.05,0.15,0.5,9270.85,14.06,0
2793,41,46312.46,0.3,0.51,14331.33,17.6,0
2794,21,63488.33,0.19,0.45,13630.53,17.11,0
2795,22,37335.97,0.06,0.17,21679.65,22.73,0
2796,43,87676.6,0.2,0.43,37601.51,33.87,1
2797,56,94976.31,0.12,0.54,27485.42,26.79,0
2798,33,77858.93,0.06,0.31,52682.48,44.41,1
2799,39,54202.46,0.26,0.31,29281.21,28.05,1
2800,53,38384.46,0.12,0.32,20318.92,21.78,0
2801,32,61574.59,0.25,0.14,40557.74,35.93,1
2802,54,116540.96,0.12,0.55,36457.76,33.07,1
2803,30,53688.94,0.1,0.53,21161.35,22.37,0
2804,35,39570.63,0.29,0.6,8755.06,13.7,0
2805,57,48487.33,0.14,0.39,16755.55,19.29,0
2806,27,47763.43,0.2,0.48,14118.04,17.45,0
2807,53,47337.49,0.2,0.2,27157.71,26.56,0
2808,31,33080.52,0.19,0.43,14858.82,17.97,0
2809,33,55837.1,0.28,0.42,20180.12,21.69,0
2810,36,49705.67,0.22,0.55,16436.32,19.07,0
2811,51,105335.43,0.15,0.52,35856.92,32.65,1
2812,24,47615.55,0.27,0.57,3226.22,9.83,0
2813,45,70930.41,0.1,0.53,30885.62,29.17,1
2814,41,60392.11,0.19,0.53,22206.75,23.1,0
2815,45,64258.07,0.29,0.13,41675.62,36.71,1
2816,52,43602.27,0.21,0.52,11682.06,15.75,0
2817,56,45692.87,0.25,0.4,11101.48,15.34,0
2818,32,78635.95,0.21,0.29,42117.21,37.02,1
2819,54,63102.21,0.26,0.13,36189.07,32.88,1
2820,26,43496.71,0.29,0.44,9733.74,14.38,0
2821,53,68822.5,0.12,0.26,41217.45,36.39,1
2822,37,69211.04,0.09,0.33,44942.8,39.0,1
2823,48,114974.93,0.17,0.44,47757.89,40.97,1
2824,32,58973.54,0.23,0.56,15926.62,18.71,0
2825,38,48225.92,0.11,0.51,23612.83,24.09,0
2826,43,60897.4,0.05,0.33,43024.44,37.66,1
2827,58,67289.35,0.14,0.29,31080.45,29.31,1
2828,42,82306.51,0.29,0.22,45386.62,39.31,1
2829,32,39295.13,0.22,0.29,22208.95,23.1,0
2830,44,66907.61,0.15,0.16,51212.32,43.38,1
2831,56,47048.92,0.1,0.59,10139.1,14.67,0
2832,41,54574.27,0.14,0.39,31363.45,29.5,1
2833,40,78041.82,0.09,0.16,63577.6,52.03,1
2834,37,74276.13,0.08,0.28,53396.13,44.91,1
2835,21,32032.91,0.28,0.37,2448.04,9.29,0
2836,37,58010.97,0.3,0.37,24291.25,24.56,0
2837,27,43225.58,0.09,0.12,33142.36,30.75,1
2838,46,162690.95,0.06,0.58,62906.95,51.56,1
2839,38,65516.92,0.13,0.24,46735.4,40.25,1
2840,25,37021.62,0.17,0.11,23714.44,24.16,0
2841,32,85210.23,0.1,0.14,67958.52,55.09,1
2842,27,80381.32,0.13,0.39,37674.85,33.92,1
2843,37,104983.7,0.1,0.17,82051.28,64.94,1
2844,32,113039.61,0.24,0.12,74777.19,59.86,1
2845,56,71256.36,0.23,0.29,29867.56,28.46,1
2846,54,54759.7,0.21,0.41,18615.42,20.59,0
2847,58,53390.32,0.15,0.16,29860.77,28.45,1
2848,35,54795.36,0.28,0.26,30183.02,28.68,1
2849,48,56808.6,0.29,0.31,25568.62,25.45,0
2850,27,76916.59,0.09,0.18,54974.25,46.01,1
2851,51,61423.28,0.11,0.35,33882.02,31.27,1
2852,43,81886.26,0.18,0.14,60367.39,49.78,1
2853,32,68753.04,0.07,0.12,58164.64,48.24,1
2854,29,40034.46,0.16,0.36,20165.53,21.68,0
2855,53,42601.91,0.2,0.22,23390.35,23.93,0
2856,59,41129.29,0.18,0.15,19035.08,20.89,0
2857,32,50440.53,0.13,0.31,31202.03,29.39,1
2858,48,64577.79,0.19,0.56,19536.11,21.24,0
2859,59,46805.03,0.29,0.46,2865.08,9.58,0
2860,22,55648.14,0.1,0.51,14500.37,17.72,0
2861,22,35533.5,0.21,0.54,1510.33,8.63,0
2862,46,66964.48,0.06,0.59,28017.85,27.17,1
2863,26,50925.14,0.07,0.48,20869.04,22.17,0
2864,20,81534.3,0.19,0.4,22868.18,23.57,0
2865,59,43446.51,0.08,0.28,19049.69,20.9,0
2866,40,123941.56,0.06,0.19,98910.68,76.73,1
2867,59,47413.95,0.09,0.44,13129.94,16.76,0
2868,34,43143.64,0.19,0.6,13008.79,16.67,0
2869,47,59463.02,0.23,0.33,29789.26,28.4,1
2870,48,187269.64,0.1,0.46,85030.49,67.02,1
2871,30,71615.4,0.22,0.35,32846.72,30.54,1
2872,53,71184.06,0.1,0.32,40722.13,36.05,1
2873,29,68086.9,0.2,0.31,34161.32,31.46,1
2874,39,51575.48,0.15,0.35,30969.02,29.23,1
2875,39,66865.07,0.21,0.28,39207.57,34.99,1
2876,23,44424.16,0.3,0.47,4052.58,10.41,0
2877,38,106212.75,0.28,0.54,24186.7,24.49,0
2878,55,57350.88,0.05,0.54,19966.34,21.54,0
2879,21,35582.0,0.27,0.21,9583.3,14.28,0
2880,51,47817.32,0.07,0.55,19154.07,20.97,0
2881,27,52699.75,0.29,0.27,22079.23,23.01,0
2882,27,55324.56,0.12,0.25,33496.22,31.0,1
2883,22,28766.97,0.15,0.46,3789.34,10.23,0
2884,53,68179.7,0.07,0.25,44655.14,38.8,1
2885,35,62788.04,0.08,0.13,54369.81,45.59,1
2886,52,81238.87,0.23,0.29,39047.1,34.88,1
2887,42,88104.7,0.29,0.46,27559.08,26.85,0
2888,50,63316.73,0.2,0.26,35352.01,32.29,1
2889,19,24634.52,0.23,0.41,-3058.52,5.44,0
2890,26,38593.71,0.24,0.43,10534.63,14.94,0
2891,41,105701.92,0.12,0.47,49759.28,42.37,1
2892,58,59014.05,0.06,0.55,15856.09,18.66,0
2893,30,97167.44,0.05,0.32,63207.27,51.77,1
2894,30,62948.47,0.14,0.18,44290.79,38.54,1
2895,33,71403.42,0.11,0.26,48734.61,41.65,1
2896,59,73777.47,0.07,0.32,36923.0,33.39,1
2897,37,46258.64,0.09,0.46,25631.22,25.5,0
2898,44,67850.85,0.08,0.11,60270.03,49.71,1
2899,47,48423.61,0.28,0.26,26005.86,25.76,0
2900,40,57741.27,0.09,0.49,30092.16,28.62,1
2901,58,67975.18,0.18,0.44,18462.88,20.49,0
2902,39,49059.64,0.2,0.47,22189.05,23.09,0
2903,56,68119.42,0.19,0.51,16323.9,18.99,0
2904,38,44680.78,0.07,0.49,24658.76,24.82,0
2905,47,86378.67,0.13,0.44,40452.41,35.86,1
2906,22,33970.15,0.06,0.32,13765.01,17.2,0
2907,25,35209.11,0.15,0.59,5737.29,11.59,0
2908,46,46971.06,0.1,0.38,28233.02,27.32,1
2909,46,54997.26,0.19,0.2,37514.14,33.8,1
2910,22,23743.95,0.22,0.25,5354.7,11.32,0
2911,40,54444.67,0.18,0.45,25612.97,25.48,0
2912,30,76796.94,0.16,0.56,22769.63,23.5,0
2913,21,38116.14,0.15,0.19,16631.71,19.21,0
2914,40,48126.33,0.26,0.14,34134.72,31.44,1
2915,20,42715.57,0.1,0.54,5006.56,11.08,0
2916,42,64636.59,0.23,0.56,18760.48,20.69,0
2917,52,112038.35,0.24,0.24,58471.07,48.46,1
2918,45,77714.15,0.15,0.29,47759.03,40.97,1
2919,59,60415.46,0.12,0.43,18222.89,20.32,0
2920,19,54712.97,0.17,0.26,19347.13,21.1,0
2921,26,47059.07,0.07,0.54,15948.68,18.73,0
2922,41,61032.69,0.06,0.15,53211.12,44.78,1
2923,56,97973.81,0.08,0.12,74173.41,59.43,1
2924,24,28817.19,0.1,0.2,15407.85,18.35,0
2925,40,81001.21,0.18,0.24,52446.57,44.24,1
2926,43,60968.77,0.26,0.16,40382.78,35.81,1
2927,36,55525.27,0.11,0.13,47098.75,40.51,1
2928,35,51541.66,0.28,0.48,16672.48,19.23,0
2929,30,56688.68,0.29,0.18,31473.78,29.58,1
2930,24,45356.82,0.29,0.56,2222.14,9.13,0
2931,44,56975.27,0.26,0.28,30828.01,29.13,1
2932,45,53657.03,0.14,0.44,27224.5,26.61,0
2933,26,30142.46,0.07,0.21,19557.48,21.25,0
2934,37,50996.72,0.19,0.22,34942.79,32.01,1
2935,19,30129.38,0.19,0.39,821.72,8.15,0
2936,47,65047.35,0.26,0.38,26966.05,26.43,0
2937,53,111733.94,0.3,0.48,23174.29,23.78,0
2938,58,48194.27,0.18,0.48,9249.83,14.04,0
2939,32,44019.66,0.14,0.44,21821.8,22.83,0
2940,53,51096.76,0.1,0.32,28662.7,27.62,1
2941,38,63372.22,0.05,0.55,30756.73,29.08,1
2942,31,65870.1,0.18,0.41,29173.87,27.97,1
2943,56,71711.24,0.19,0.6,10849.98,15.16,0
2944,26,64847.65,0.26,0.51,12951.64,16.63,0
2945,38,80121.19,0.18,0.12,61455.44,50.54,1
2946,51,57403.84,0.28,0.26,27287.35,26.66,0
2947,44,117913.31,0.21,0.39,52879.68,44.55,1
2948,57,52301.85,0.26,0.46,8654.93,13.63,0
2949,39,63142.7,0.09,0.38,39339.25,35.08,1
2950,59,83403.64,0.26,0.49,11481.0,15.6,0
2951,27,60548.86,0.22,0.24,31632.65,29.69,1
2952,42,41685.94,0.09,0.19,35099.59,32.12,1
2953,55,59066.72,0.1,0.13,42310.98,37.16,1
2954,59,71923.37,0.28,0.39,15268.77,18.25,0
2955,35,43914.89,0.06,0.44,26325.9,25.98,0
2956,42,76465.94,0.17,0.26,48851.74,41.73,1
2957,39,68045.86,0.13,0.41,37284.46,33.64,1
2958,57,82176.5,0.22,0.13,48242.57,41.31,1
2959,59,46324.46,0.26,0.15,18652.71,20.62,0
2960,57,77181.67,0.14,0.45,25669.82,25.52,0
2961,31,57889.67,0.16,0.28,34643.88,31.8,1
2962,29,96726.46,0.3,0.44,26699.88,26.24,0
2963,37,153569.05,0.25,0.52,41675.25,36.71,1
2964,29,88712.01,0.27,0.53,18348.04,20.41,0
2965,31,63694.91,0.16,0.19,43961.77,38.31,1
2966,19,104579.83,0.11,0.34,45421.83,39.33,1
2967,58,67204.15,0.15,0.47,18318.88,20.39,0
2968,37,49110.42,0.23,0.49,19077.91,20.92,0
2969,30,53630.26,0.08,0.49,24549.62,24.74,0
2970,26,63334.67,0.12,0.21,40098.16,35.61,1
2971,26,64806.82,0.06,0.2,45938.66,39.69,1
2972,30,40977.64,0.16,0.4,19598.76,21.28,0
2973,51,48441.32,0.26,0.47,14005.0,17.37,0
2974,44,57910.81,0.06,0.26,44337.95,38.58,1
2975,57,66743.43,0.22,0.15,36040.07,32.77,1
2976,46,74837.7,0.28,0.46,23078.71,23.71,0
2977,23,46640.16,0.11,0.25,24086.22,24.42,0
2978,26,38555.04,0.22,0.18,20572.2,21.96,0
2979,43,105227.91,0.29,0.17,61093.47,50.29,1
2980,45,50001.95,0.29,0.26,27115.53,26.53,0
2981,41,90436.71,0.11,0.4,49971.77,42.51,1
2982,48,76200.71,0.08,0.28,52183.16,44.06,1
2983,41,89790.36,0.09,0.11,77591.94,61.82,1
2984,38,54781.68,0.23,0.15,39646.85,35.3,1
2985,36,57581.82,0.23,0.25,34944.62,32.01,1
2986,36,60561.25,0.22,0.43,26156.4,25.86,0
2987,20,32499.38,0.13,0.15,13045.77,16.7,0
2988,22,46346.8,0.09,0.38,17276.06,19.66,0
2989,48,99467.69,0.2,0.16,67265.7,54.6,1
2990,51,46718.4,0.17,0.21,29799.7,28.41,1
2991,54,51076.68,0.23,0.19,27521.03,26.82,0
2992,36,49905.59,0.16,0.13,40014.33,35.55,1
2993,55,57559.73,0.13,0.44,21423.93,22.56,0
